Stock Symbol,Company Name,DARS Rating,Yield,Stock Price,Annual Dividend,Ex-Div Date,Payout Frequency,Pay Date,Sector,Industry,Qualified Dividend,Record Date,Declare Date,ADR
REVG,"REV Group, Inc.",2,2.48%,$7.83,$0.2000,2020-01-30,Quarter,2020-02-28,Consumer Goods,Recreational Vehicles,Qualified,2020-01-31,2019-12-18,No
FCCO,First Community Corp,3.8,2.47%,$19.41,$0.4800,2020-01-30,Quarter,2020-02-14,Financial,Regional Southwest Banks,Qualified,2020-01-31,2020-01-22,No
TSM,Taiwan Semiconductor,4.2,2.47%,$53.84,$1.3174,2019-12-19,Quarter,2020-01-16,Technology,Semiconductor Integrated Circuits,Unknown,2019-12-20,N/A,Yes
THFF,First Financial Corp,3.8,2.47%,$39.95,$1.0400,2020-01-07,Semi Annually,2020-01-15,Financial,Regional Midwest Banks,Qualified,2020-01-08,2019-11-21,No
SBLK,Star Bulk Carriers Corp Ord,2.2,2.46%,$8.67,$0.2000,2020-02-28,Quarter,2020-03-12,Services,Shipping,Unknown,2020-03-02,2020-02-19,No
JBGS,JBG SMITH Properties,1.6,2.45%,$36.68,$0.9000,2019-12-26,Quarter,2020-01-08,Financial,Reit Diversified,Qualified,2019-12-27,2019-12-16,No
ESXB,Community Bankers Trust Corporation,3.4,2.45%,$8.17,$0.2000,2020-02-19,Quarter,2020-03-02,Financial,Regional Southeast Banks,Qualified,2020-02-20,2020-01-22,No
BELFB,Bel Fuse Inc.,0.6,2.45%,$11.44,$0.2800,2020-04-14,Quarter,2020-05-01,Technology,Diversified Electronics,Qualified,2020-04-15,2020-02-25,No
UHT,Universal Health Realty Income Trust,1.8,2.44%,$107.72,$2.7400,2019-12-17,Quarter,2019-12-31,Financial,Reit Healthcare Facilities,Non-Qualified,2019-12-18,2019-12-04,No
APD,Air Products & Chemicals,4.2,2.44%,$219.61,$5.3600,2020-03-31,Quarter,2020-05-11,Basic Materials,Chemicals Major Diversified,Qualified,2020-04-01,2020-01-23,No
GOLF,Acushnet Holdings Corp.,3.6,2.44%,$25.45,$0.6200,2020-03-12,Quarter,2020-03-27,Services,Sporting Goods Stores,Qualified,2020-03-13,2020-02-27,No
OXM,Oxford Industries,4.4,2.43%,$60.39,$1.4800,2020-01-16,Quarter,2020-01-31,Consumer Goods,Textile Apparel Clothing,Qualified,2020-01-17,2019-12-10,No
UNP,Union Pacific,4.8,2.43%,$159.81,$3.8800,2020-02-27,Quarter,2020-03-31,Services,Railroads,Qualified,2020-02-28,2020-02-06,No
UIHC,United Insurance Holdings Corp. (NDA),2.4,2.43%,$9.40,$0.2400,2020-03-03,Quarter,2020-03-11,Financial,Property And Casualty Insurance,Non-Qualified,2020-03-04,2020-02-19,No
CAL,"Caleres,Inc.",2.8,2.43%,$11.53,$0.2800,2019-12-23,Quarter,2020-01-09,Consumer Goods,Textile Apparel Footwear And Accessories,Qualified,2019-12-24,2019-12-12,No
TSN,Tyson Foods,3.2,2.43%,$67.83,$1.6800,2020-05-29,Quarter,2020-06-15,Consumer Goods,Meat Products,Qualified,2020-06-01,2020-02-05,No
AOS,A.O. Smith,4.4,2.43%,$39.55,$0.9600,2020-01-30,Quarter,2020-02-18,Industrial Goods,Industrial Electrical Equipment,Qualified,2020-01-31,2020-01-16,No
HLI,"Houlihan Lokey, Inc.",5,2.42%,$51.22,$1.2400,2020-03-04,Quarter,2020-03-16,Financial,Investment Brokerage National,Qualified,2020-03-05,2020-02-03,No
DNKN,Dunkin Brands,4.6,2.42%,$66.52,$1.6100,2020-03-06,Quarter,2020-03-18,Services,Restaurants,Qualified,2020-03-09,2020-02-06,No
GWRS,"Global Water Resources, Inc.",3.2,2.42%,$11.95,$0.2892,2020-03-16,Monthly,2020-03-31,Utilities,Water Utilities,Qualified,2020-03-17,2020-02-28,No
FANG,"Diamondback Energy, Inc.",2.8,2.42%,$62.00,$1.5000,2020-03-02,Quarter,2020-03-10,Basic Materials,Oil And Gas Drilling And Exploration,Qualified,2020-03-03,2020-02-18,No
BMRC,Bank of Marin Bancorp,2.6,2.41%,$38.13,$0.9200,2020-02-06,Quarter,2020-02-14,Financial,Regional Pacific Banks,Non-Qualified,2020-02-07,2020-01-24,No
WVFC,WVS Financial Corp. Com.,1.8,2.41%,$16.35,$0.4000,2020-02-07,Quarter,2020-02-20,Financial,Savings And Loans,Qualified,2020-02-10,2020-01-27,No
PUK,Prudential plc,3.4,2.41%,$33.08,$0.8106,2019-08-22,Semi Annually,2019-10-03,Financial,Life Insurance,Unknown,2019-08-23,N/A,Yes
FMAO,"Farmers & Merchants Bancorp, Inc.",4.8,2.41%,$26.60,$0.6400,2019-12-30,Quarter,2020-01-20,Financial,Regional Midwest Banks,Qualified,2019-12-31,2019-12-20,No
FUNC,First United Corporation (MD) Com.,2,2.40%,$21.63,$0.5200,2020-01-14,Quarter,2020-02-03,Financial,Regional Mid Atlantic Banks,Qualified,2020-01-15,2019-12-13,No
AGX,"Argan, Inc.",1.8,2.40%,$41.73,$1.0000,2020-01-22,Quarter,2020-01-31,Industrial Goods,Heavy Construction,Qualified,2020-01-23,2019-12-11,No
NSP,"Insperity, Inc.",3.6,2.40%,$67.27,$1.6000,2020-03-04,Quarter,2020-03-19,Services,Staffing And Outsourcing Services,Qualified,2020-03-05,2020-02-19,No
LECO,Lincoln Electric,4.6,2.39%,$81.89,$1.9600,2020-03-30,Quarter,2020-04-15,Industrial Goods,Small Tools And Accessories,Qualified,2020-03-31,2020-02-19,No
RS,Reliance Steel,2.6,2.39%,$102.29,$2.5000,2020-03-12,Quarter,2020-03-27,Industrial Goods,Metal Fabrication,Qualified,2020-03-13,2020-02-18,No
WEN,The Wendy's Company,3.8,2.39%,$18.88,$0.4800,2020-02-28,Quarter,2020-03-16,Services,Restaurants,Qualified,2020-03-02,2020-02-20,No
MGRC,McGrath RentCorp,4.8,2.39%,$69.45,$1.6800,2020-04-14,Quarter,2020-04-30,Services,Rental And Leasing Services,Qualified,2020-04-15,2020-02-25,No
EGP,EastGroup Properties,2.8,2.39%,$125.73,$3.0000,2019-12-27,Quarter,2020-01-15,Financial,Real Estate Development,Non-Qualified,2019-12-30,2019-12-06,No
NBR,Nabors Industries Ltd.,0.8,2.38%,$1.76,$0.0400,2020-03-11,Quarter,2020-04-02,Basic Materials,Oil And Gas Drilling And Exploration,Unknown,2020-03-12,2020-02-20,No
GGAL,Grupo Financiero Galicia S.A.,1.6,2.38%,$12.64,$0.3007,2019-05-15,Annually,2019-05-22,Financial,Foreign Regional Banks,Unknown,2019-05-16,N/A,Yes
INTC,Intel Corp ,3.2,2.38%,$55.52,$1.3200,2020-02-06,Quarter,2020-03-01,Technology,Semiconductor Broad Line,Qualified,2020-02-07,2020-01-23,No
DBSDY,DBS Group Holdings Ltd. ADR,3.4,2.38%,$69.57,$1.6536,2019-11-22,Semi Annually,2019-12-09,Financial,Foreign Money Center Banks,Unknown,2019-11-25,N/A,Yes
MLHR,Herman Miller,4,2.37%,$34.24,$0.8400,2020-02-27,Quarter,2020-04-15,Consumer Goods,Business Equipment,Qualified,2020-02-29,2020-01-16,No
EOG,EOG Resources,3.8,2.37%,$63.26,$1.5000,2020-04-15,Quarter,2020-04-30,Basic Materials,Independent Oil And Gas,Qualified,2020-04-16,2020-02-27,No
RE,Everest Re Group,3.6,2.37%,$247.88,$6.2000,2020-03-10,Quarter,2020-03-30,Financial,Property And Casualty Insurance,Unknown,2020-03-11,2020-02-26,No
CPHC,Canterbury Park Holding Corporation,1.6,2.36%,$11.85,$0.2800,2019-12-30,Quarter,2020-01-15,Services,Gaming Activities,Qualified,2019-12-31,2019-12-16,No
FF,FutureFuel Corp.,1.2,2.36%,$10.17,$0.2400,2020-05-29,Quarter,2020-06-15,Basic Materials,Chemicals Major Diversified,Qualified,2020-06-01,2019-12-03,No
ADP,Automatic Data Processing,2.8,2.35%,$154.74,$3.6400,2020-03-12,Quarter,2020-04-01,Technology,Business Software And Services,Qualified,2020-03-13,2020-01-15,No
EGBN,"Eagle Bancorp, Inc.",3,2.35%,$37.42,$0.8800,2020-01-14,Quarter,2020-01-31,Financial,Regional Mid Atlantic Banks,Qualified,2020-01-15,2019-12-18,No
MGM,MGM Resorts International,3.4,2.35%,$24.56,$0.6000,2020-03-09,Quarter,2020-03-16,Services,Resorts And Casinos,Unknown,2020-03-10,2020-02-12,No
LLY,Eli Lilly,3.8,2.35%,$126.13,$2.9600,2020-02-13,Quarter,2020-03-10,Healthcare,Drug Manufacturers Major,Qualified,2020-02-14,2019-12-16,No
NSRGY,Nestle SA ADR,4.4,2.35%,$102.91,$2.4235,2019-04-15,Annually,2019-05-24,Consumer Goods,Food Major Diversified,Unknown,2019-04-16,N/A,Yes
BBD,Banco Bradesco S.A,3,2.34%,$6.78,$0.1589,2020-03-03,Monthly,2020-04-08,Financial,Foreign Regional Banks,Unknown,2020-03-04,N/A,Yes
NATH,"Nathan's Famous, Inc.",1.6,2.34%,$59.50,$1.4000,2020-02-21,Quarter,2020-03-06,Services,Restaurants,Qualified,2020-02-24,2020-02-07,No
TIPT,Tiptree Financial Inc,1.8,2.34%,$6.58,$0.1600,2019-11-15,Quarter,2019-11-25,Financial,Asset Management,Non-Qualified,2019-11-18,2019-11-06,No
CWH,CommonWealth REIT,3,2.34%,$13.68,$0.3200,2020-03-13,Quarter,2020-03-30,Financial,Reit Office,Qualified,2020-03-16,2020-02-28,No
HCKT,"The Hackett Group, Inc.",3.6,2.34%,$15.40,$0.3600,2019-12-19,Semi Annually,2020-01-07,Services,Management Services,Qualified,2019-12-20,2019-10-31,No
BELFA,"Bel Fuse, Inc. Cl A",1,2.33%,$10.30,$0.2400,2020-04-14,Quarter,2020-05-01,Industrial Goods,Industrial Equipment And Components,Qualified,2020-04-15,2020-02-25,No
JACK,Jack in the Box Inc.,4.4,2.32%,$68.86,$1.6000,2020-03-02,Quarter,2020-03-17,Services,Restaurants,Qualified,2020-03-03,2020-02-18,No
AMOV,"America Movil, S.A.B. de C.V. ADR (Sponsored) Repstg Ser A",3,2.32%,$15.35,$0.3558,2019-11-07,Semi Annually,2019-11-18,Technology,Wireless Communications,Unknown,2019-11-08,N/A,Yes
MLR,Miller Industries Inc. (TN),1.6,2.32%,$29.71,$0.7200,2019-12-06,Quarter,2019-12-16,Consumer Goods,Auto Parts,Qualified,2019-12-09,2019-11-06,No
NTIC,Northern Technologies International Corporation,1.6,2.32%,$11.46,$0.2600,2020-02-04,Quarter,2020-02-19,Basic Materials,Specialty Chemicals,Qualified,2020-02-05,2020-01-22,No
PEBK,Peoples Bancorp of North Carolina,1.6,2.32%,$25.43,$0.6000,2020-03-02,Quarter,2020-03-16,Financial,Regional Mid Atlantic Banks,Qualified,2020-03-03,2020-02-21,No
MFSF,MutualFirst Financial,3.6,2.32%,$33.50,$0.8000,2020-03-12,Quarter,2020-03-27,Financial,Regional Midwest Banks,Qualified,2020-03-13,2020-02-13,No
PULS,Pulse Electronics Corporation,1.6,2.31%,$50.12,$1.1588,2020-03-02,Monthly,2020-03-06,Technology,Diversified Electronics,Unknown,2020-03-03,2020-02-28,No
ETM,Entercom Communications Corp.,1.2,2.31%,$3.47,$0.0800,2019-11-27,Quarter,2019-12-16,Services,Broadcasting Radio,Qualified,2019-11-29,2019-11-15,No
RDN,Radian Group,3.4,2.31%,$21.24,$0.5000,2020-02-21,Quarter,2020-03-06,Financial,Surety And Title Insurance,Qualified,2020-02-24,2020-02-13,No
CASS,Cass Information Systems,1.8,2.30%,$46.95,$1.0800,2020-03-02,Quarter,2020-03-13,Financial,Regional Southwest Banks,Qualified,2020-03-03,2020-01-28,No
CIVB,"Civista Bancshares, Inc.",4.4,2.30%,$19.14,$0.4400,2020-01-17,Quarter,2020-02-01,Financial,Regional Pacific Banks,Qualified,2020-01-21,2020-01-10,No
HA,"Hawaiian Holdings, Inc.",3.4,2.30%,$20.88,$0.4800,2020-02-13,Quarter,2020-02-28,Services,Air Services Other,Qualified,2020-02-14,2020-01-24,No
VRTS,Virtus Investment Partners Inc,3.6,2.29%,$110.40,$2.6800,2020-04-29,Quarter,2020-05-15,Financial,Asset Management,Qualified,2020-04-30,2020-02-27,No
PFBC,Preferred Bank,3.4,2.28%,$51.13,$1.2000,2020-01-06,Quarter,2020-01-21,Financial,Regional Pacific Banks,Qualified,2020-01-07,2019-12-09,No
CMCSA,Comcast,4.6,2.28%,$40.43,$0.9200,2020-03-31,Quarter,2020-04-22,Services,Catv Systems,Qualified,2020-04-01,2020-01-23,No
KR,Kroger,3.8,2.28%,$28.13,$0.6400,2020-02-13,Quarter,2020-03-01,Services,Grocery Stores,Qualified,2020-02-14,2020-01-24,No
ADI,Analog Devices,4.4,2.27%,$109.05,$2.4800,2020-02-27,Quarter,2020-03-10,Technology,Semiconductor Broad Line,Qualified,2020-02-28,2020-02-18,No
FDBC,"Fidelity D & D Bancorp, Inc.",1.6,2.27%,$49.30,$1.1200,2020-02-14,Quarter,2020-03-10,Financial,Regional Mid Atlantic Banks,Qualified,2020-02-18,2020-02-05,No
EE,El Paso Electric Co. ,4.6,2.27%,$67.87,$1.5400,2020-03-16,Quarter,2020-03-31,Utilities,Electric Utilities,Qualified,2020-03-17,2020-02-28,No
OTTW,"Ottawa Bancorp, Inc.",2,2.27%,$13.80,$0.3200,2020-03-03,Quarter,2020-03-18,Financial,Regional Midwest Banks,Qualified,2020-03-04,2020-02-19,No
FABK,First Advantage Bancorp,1.8,2.26%,$26.50,$0.6000,2020-02-03,Quarter,2020-02-14,Financial,Regional Southeast Banks,Qualified,2020-02-04,2020-01-15,No
CCLP,CSI Compressco LP,1,2.26%,$1.77,$0.0400,2020-01-30,Quarter,2020-02-14,Basic Materials,Oil And Gas Equipment And Services,Unknown,2020-02-01,2020-01-21,No
AIMC,"Altra Holdings, Inc.",4.2,2.26%,$30.12,$0.6800,2020-03-17,Quarter,2020-04-02,Industrial Goods,Industrial Electrical Equipment,Unknown,2020-03-18,2020-02-11,No
ABM,ABM Industries,4.8,2.25%,$32.92,$0.7400,2019-12-31,Quarter,2020-02-03,Services,Business Services,Qualified,2020-01-02,2019-12-18,No
SMP,"Standard Motor Products, Inc. Com.",4.4,2.24%,$44.00,$1.0000,2020-02-13,Quarter,2020-03-02,Consumer Goods,Auto Parts,Qualified,2020-02-14,2020-01-31,No
FBNC,First Bancorp,3.4,2.24%,$32.10,$0.7200,2019-12-30,Quarter,2020-01-24,Financial,Regional Mid Atlantic Banks,Qualified,2019-12-31,2019-11-19,No
PUB,People's Utah Bancorp,4.4,2.24%,$23.97,$0.5600,2020-02-07,Quarter,2020-02-18,Financial,Money Center Banks,Qualified,2020-02-10,2020-01-28,No
AMX,America Movil,4,2.24%,$15.88,$0.3558,2019-11-07,Semi Annually,2019-11-18,Technology,Wireless Communications,Unknown,2019-11-08,N/A,Yes
HRL,Hormel Foods,4.8,2.24%,$41.60,$0.9300,2020-01-10,Quarter,2020-02-18,Consumer Goods,Meat Products,Qualified,2020-01-13,2019-11-25,No
CHU,China Unicom,2.6,2.23%,$8.02,$0.1789,2019-05-15,Annually,2019-06-24,Technology,Wireless Communications,Unknown,2019-05-16,N/A,Yes
ATO,Atmos Energy,4,2.23%,$103.25,$2.3000,2020-02-21,Quarter,2020-03-09,Utilities,Gas Utilities,Qualified,2020-02-24,2020-02-04,No
KBAL,Kimball International Inc,1.2,2.22%,$16.18,$0.3600,2020-03-24,Quarter,2020-04-15,Technology,Printed Circuit Boards,Qualified,2020-03-25,2020-02-11,No
UTX,United Technologies,4.8,2.22%,$130.59,$2.9400,2020-02-13,Quarter,2020-03-10,Conglomerates,Conglomerates General,Qualified,2020-02-14,2020-02-03,No
VAC,Marriott Vacations Worldwide Corp,3.2,2.22%,$96.78,$2.1600,2020-02-26,Quarter,2020-03-12,Services,Resorts And Casinos,Qualified,2020-02-27,2020-02-14,No
HON,Honeywell ,5,2.22%,$162.17,$3.6000,2020-02-27,Quarter,2020-03-06,Industrial Goods,Aerospace Defense Products And Services,Qualified,2020-02-28,2020-02-13,No
WNEB,"Western New England Bancorp, Inc.",3.8,2.22%,$8.84,$0.2000,2020-02-11,Quarter,2020-02-26,Financial,Regional Northeast Banks,Qualified,2020-02-12,2020-01-28,No
GPK,Graphic Packaging Holding Company,4.4,2.22%,$13.52,$0.3000,2020-03-12,Quarter,2020-04-05,Consumer Goods,Packaging And Containers,Qualified,2020-03-15,2020-02-20,No
OSB,"Norbord, Inc.",2,2.22%,$26.69,$0.6024,2020-02-27,Quarter,2020-03-23,Industrial Goods,Lumber Wood Production,Unknown,2020-02-28,2020-02-05,No
HMST,"HomeStreet, Inc.",4.2,2.21%,$27.09,$0.6000,2020-02-04,Quarter,2020-02-21,Financial,Savings And Loans,Qualified,2020-02-05,2020-01-27,No
KLAC,KLA Tencor,2.8,2.21%,$153.71,$3.4000,2020-02-20,Quarter,2020-03-05,Technology,Semiconductor Equipment And Materials,Qualified,2020-02-22,2020-02-11,No
TEL,TE Connectivity Ltd.,4.2,2.21%,$82.87,$1.8400,2020-02-20,Quarter,2020-03-06,Technology,Diversified Electronics,Qualified,2020-02-21,2020-02-04,No
SPTM,SPDR Portfolio Total Stock Market ETF,1.8,2.21%,$36.49,$0.8123,2019-12-20,Quarter,2019-12-26,Financial,Asset Management,Unknown,2019-12-23,2019-12-19,No
HWBK,Hawthorn Bancshares,1.8,2.21%,$21.74,$0.4800,2020-03-12,Quarter,2020-04-01,Financial,Regional Northeast Banks,Qualified,2020-03-15,2020-01-31,No
BHE,"Benchmark Electronics, Inc.",2.8,2.21%,$27.18,$0.6000,2019-12-27,Quarter,2020-01-13,Technology,Diversified Electronics,Qualified,2019-12-30,2019-12-16,No
LBC,Luther Burbank Corporation,3.4,2.21%,$10.43,$0.2300,2020-02-06,Quarter,2020-02-18,Financial,Regional Pacific Banks,Qualified,2020-02-07,2020-01-28,No
ARGO,"Argo Group International Holdings, Ltd.",4.4,2.20%,$56.26,$1.2400,2020-02-28,Quarter,2020-03-16,Financial,Property And Casualty Insurance,Unknown,2020-03-02,2020-02-18,No
IPAR,Inter Parfums Inc.,3.8,2.20%,$60.06,$1.3200,2019-12-30,Quarter,2020-01-15,Consumer Goods,Personal Products,Qualified,2019-12-31,2019-11-05,No
PEO,Petroleum & Resources Corp.,1.4,2.19%,$12.22,$0.2800,2020-02-13,Quarter,2020-02-28,Financial,Closed End Fund Equity,Unknown,2020-02-14,2020-01-16,No
CSWC,Capital Southwest Corp. Com.,4.2,2.19%,$18.23,$0.4000,2020-03-13,Quarter,2020-03-31,Financial,Diversified Investments,Qualified,2020-03-16,2020-01-22,No
ROK,Rockwell Automation,4.8,2.19%,$183.50,$4.0800,2020-02-14,Quarter,2020-03-10,Industrial Goods,Industrial Electrical Equipment,Qualified,2020-02-18,2020-02-05,No
ADT,ADT Corp,3,2.19%,$6.39,$0.1400,2019-12-12,Quarter,2020-01-03,Services,Security And Protection Services,Qualified,2019-12-13,2019-11-12,No
NEE,"NextEra Energy, Inc.",4.6,2.19%,$252.76,$5.6000,2020-02-27,Quarter,2020-03-16,Utilities,Electric Utilities,Qualified,2020-02-28,2020-02-14,No
CNHI,CNH Industrial NV,4.4,2.19%,$9.30,$0.2034,2019-04-23,Annually,2019-05-02,Industrial Goods,Farm And Construction Machinery,Unknown,2019-04-24,2019-04-12,No
RCKY,"Rocky Brands, Inc.",4.4,2.18%,$24.35,$0.5600,2020-02-28,Quarter,2020-03-16,Consumer Goods,Textile Apparel Footwear And Accessories,Qualified,2020-03-02,2020-02-17,No
RPM,RPM International,4.4,2.18%,$64.11,$1.4400,2020-01-15,Quarter,2020-01-31,Industrial Goods,General Building Materials,Qualified,2020-01-16,2020-01-02,No
RGA,ReInsurance Group of America,4.4,2.18%,$122.03,$2.8000,2020-02-05,Quarter,2020-02-27,Financial,Life Insurance,Qualified,2020-02-06,2020-01-28,No
CRS,Carpenter Technology,4.2,2.18%,$36.75,$0.8000,2020-01-31,Quarter,2020-03-05,Basic Materials,Steel And Iron,Qualified,2020-02-03,2020-01-23,No
AIT,Applied Industrial Technologies,4.4,2.17%,$58.99,$1.2800,2020-02-13,Quarter,2020-02-28,Services,Industrial Equipment Wholesale,Qualified,2020-02-14,2020-01-21,No
WD,"Walker & Dunlop, Inc.",3.4,2.17%,$64.85,$1.4400,2020-02-20,Quarter,2020-03-09,Financial,Mortgage Investment,Qualified,2020-02-21,2020-02-04,No
TEX,Terex Corporation,3,2.17%,$22.01,$0.4800,2020-03-05,Quarter,2020-03-19,Industrial Goods,Farm And Construction Machinery,Unknown,2020-03-06,2020-02-11,No
IBTX,Independent Bank Group Inc,4.2,2.16%,$46.29,$1.0000,2020-02-07,Quarter,2020-02-20,Financial,Regional Southeast Banks,Qualified,2020-02-10,2020-01-29,No
KDP,Keurig Dr Pepper Inc.,4.2,2.15%,$27.88,$0.6000,2020-04-02,Quarter,2020-04-17,Consumer Goods,Beverages Soft Drinks,Qualified,2020-04-03,2020-02-13,No
BWA,BorgWarner Inc.,3.2,2.15%,$31.60,$0.6800,2020-02-28,Quarter,2020-03-16,Consumer Goods,Auto Parts,Qualified,2020-03-02,2020-02-13,No
NEN,New England Realty Associates L.P. Depositary Rcpt,2,2.15%,$58.50,$1.2800,2020-03-13,Quarter,2020-03-31,Financial,Real Estate Development,Unknown,2020-03-16,2020-02-27,No
HRTG,"Heritage Insurance Holdings, Inc.",3,2.15%,$11.16,$0.2400,2020-03-13,Quarter,2020-04-03,Financial,Property And Casualty Insurance,Qualified,2020-03-16,2020-02-27,No
HSY,Hershey Company,5,2.15%,$143.99,$3.0920,2020-02-20,Quarter,2020-03-16,Consumer Goods,Confectioners,Qualified,2020-02-21,2020-01-28,No
NVS,Novartis,3.6,2.14%,$83.96,$1.8422,2019-03-04,Annually,2019-03-13,Healthcare,Drug Manufacturers Major,Unknown,2019-03-05,N/A,Yes
MDT,"Medtronic, Inc. ",4,2.14%,$100.67,$2.1600,2019-12-26,Quarter,2020-01-17,Healthcare,Medical Appliances And Equipment,Unknown,2019-12-27,2019-12-06,No
CMCT,CIM Commercial Trust Corp,0.8,2.14%,$14.04,$0.3000,2019-12-12,Quarter,2019-12-27,Financial,Reit Industrial,Non-Qualified,2019-12-13,2019-12-03,No
CSGS,"CSG Systems International, Inc.",4.2,2.12%,$44.25,$0.9400,2020-03-05,Quarter,2020-03-25,Technology,Business Software And Services,Unknown,2020-03-06,2020-02-05,No
GRA,W.R. Grace & Co.,4,2.12%,$56.56,$1.2000,2020-02-24,Quarter,2020-03-17,Basic Materials,Specialty Chemicals,Qualified,2020-02-25,2020-02-04,No
THO,Thor Industries,3.6,2.12%,$75.41,$1.6000,2019-12-24,Quarter,2020-01-10,Consumer Goods,Recreational Vehicles,Qualified,2019-12-26,2019-12-12,No
AVX,AVX Corp,3.4,2.12%,$21.74,$0.4600,2020-02-18,Quarter,2020-03-04,Technology,Diversified Electronics,Qualified,2020-02-19,2020-02-05,No
DGX,Quest Diagnostics,4,2.11%,$106.06,$2.2400,2020-04-06,Quarter,2020-04-21,Healthcare,Medical Laboratories And Research,Qualified,2020-04-07,2020-01-30,No
STNG,Scorpio Tankers Inc.,1.8,2.11%,$19.78,$0.4000,2020-02-28,Quarter,2020-03-13,Services,Shipping,Unknown,2020-03-02,2020-02-18,No
CWCO,Consolidated Water,4,2.10%,$16.16,$0.3400,2020-03-31,Quarter,2020-04-30,Utilities,Foreign Utilities,Non-Qualified,2020-04-01,2020-02-26,No
KLIC,"Kulicke & Soffa Industries, Inc.",2.4,2.10%,$22.83,$0.4800,2020-03-26,Quarter,2020-04-13,Technology,Semiconductor Equipment And Materials,Unknown,2020-03-27,2020-02-20,No
CCBG,Capital City Bank ,4.8,2.10%,$26.65,$0.5600,2020-03-06,Quarter,2020-03-23,Financial,Regional Mid Atlantic Banks,Qualified,2020-03-09,2020-02-27,No
AAL,American Airlines Group Inc,2,2.10%,$19.05,$0.4000,2020-02-04,Quarter,2020-02-19,Services,Major Airlines,Qualified,2020-02-05,2020-01-22,No
UGP,Ultrapar Participacoes SA,3.8,2.10%,$4.15,$0.0888,2019-08-23,Semi Annually,2019-09-10,Services,Specialty Retail Other,Unknown,2019-08-26,N/A,Yes
SBUX,Starbucks ,4.4,2.09%,$78.43,$1.6400,2020-02-05,Quarter,2020-02-21,Services,Specialty Eateries,Qualified,2020-02-06,2019-11-13,No
SMG,Scotts Miracle-Gro Co.,4.6,2.09%,$105.99,$2.3200,2020-02-24,Quarter,2020-03-10,Basic Materials,Agricultural Chemicals,Qualified,2020-02-25,2020-01-27,No
MDLZ,Mondelez International Inc,5,2.09%,$52.80,$1.1400,2020-03-30,Quarter,2020-04-14,Consumer Goods,Food Major Diversified,Non-Qualified,2020-03-31,2020-02-06,No
INVH,"Invitation Homes, Inc.",2.6,2.09%,$28.69,$0.6000,2020-02-11,Quarter,2020-02-28,Financial,Reit Residential,Qualified,2020-02-12,2020-01-31,No
AIZ,"Assurant, Inc.",3.4,2.09%,$120.59,$2.5200,2020-02-21,Quarter,2020-03-16,Financial,Accident And Health Insurance,Qualified,2020-02-24,2020-01-14,No
WAL,Western Alliance Bancorporation,4.2,2.09%,$46.04,$1.0000,2020-02-13,Quarter,2020-02-28,Financial,Money Center Banks,Qualified,2020-02-14,2020-02-07,No
CORE,"Core-Mark Holding Company, Inc.",3,2.09%,$23.01,$0.4800,2019-11-18,Quarter,2019-12-13,Services,Grocery Stores,Qualified,2019-11-19,2019-11-07,No
THG,Hanover Insurance Group,4.6,2.08%,$118.54,$2.6000,2020-03-12,Quarter,2020-03-27,Financial,Property And Casualty Insurance,Qualified,2020-03-13,2020-02-25,No
GWW,W.W.Grainger,4.4,2.08%,$277.54,$5.7600,2020-02-07,Quarter,2020-03-01,Services,Electronics Wholesale,Qualified,2020-02-10,2020-01-29,No
ERF,Enerplus Corporation,2.4,2.07%,$4.34,$0.0900,2020-02-27,Monthly,2020-03-16,Basic Materials,Oil And Gas Refining And Marketing,Qualified,2020-02-28,2020-02-18,No
