Stock Symbol,Company Name,DARS Rating,Yield,Stock Price,Annual Dividend,Ex-Div Date,Payout Frequency,Pay Date,Sector,Industry,Qualified Dividend,Record Date,Declare Date,ADR
PG,Procter & Gamble,4.2,2.52%,$121.83,$2.9836,2020-01-23,Quarter,2020-02-18,Consumer Goods,Personal Products,Qualified,2020-01-24,2020-01-14,No
PUK,Prudential plc,3.4,2.52%,$32.55,$0.8106,2019-08-22,Semi Annually,2019-10-03,Financial,Life Insurance,Unknown,2019-08-23,N/A,Yes
FBSS,"Fauquier Bankshares, Inc.",1.8,2.52%,$19.83,$0.5000,2020-03-12,Quarter,2020-04-01,Financial,Regional Southeast Banks,Qualified,2020-03-13,2020-02-20,No
MBCN,Middlefield Banc Corp,2.6,2.52%,$23.82,$0.6000,2020-03-03,Quarter,2020-03-13,Financial,Regional Northeast Banks,Qualified,2020-03-04,2020-02-11,No
GROW,"U.S. Global Investors, Inc. Cl A",1,2.52%,$1.13,$0.0300,2020-03-13,Monthly,2020-03-30,Financial,Asset Management,Qualified,2020-03-16,2019-12-09,No
ARE,Alexandria Real Estate Equities,3.4,2.52%,$162.17,$4.1200,2020-03-30,Quarter,2020-04-15,Financial,Reit Office,Non-Qualified,2020-03-31,2020-03-02,No
TXRH,"Texas Roadhouse, Inc.",4.4,2.52%,$55.13,$1.4400,2020-03-10,Quarter,2020-03-27,Services,Restaurants,Qualified,2020-03-11,2020-02-20,No
AFL,Aflac,3.4,2.51%,$42.54,$1.1200,2020-02-18,Quarter,2020-03-02,Financial,Accident And Health Insurance,Qualified,2020-02-19,2020-02-04,No
ASRV,"AmeriServ Financial, Inc.",2,2.51%,$4.00,$0.1000,2020-01-31,Quarter,2020-02-18,Financial,Regional Northeast Banks,Qualified,2020-02-03,2020-01-21,No
MCD,McDonald's,4.4,2.51%,$203.02,$5.0000,2020-02-28,Quarter,2020-03-16,Services,Restaurants,Qualified,2020-03-02,2020-01-23,No
PNM,PNM Resources,3.4,2.51%,$51.83,$1.2300,2020-04-30,Quarter,2020-05-15,Utilities,Diversified Utilities,Qualified,2020-05-01,2020-02-21,No
WEN,The Wendy's Company,3.8,2.51%,$19.67,$0.4800,2020-02-28,Quarter,2020-03-16,Services,Restaurants,Qualified,2020-03-02,2020-02-20,No
MLHR,Herman Miller,4,2.50%,$33.17,$0.8400,2020-02-27,Quarter,2020-04-15,Consumer Goods,Business Equipment,Qualified,2020-02-29,2020-01-16,No
GNTY,"Guaranty Bancshares, Inc.",3.6,2.50%,$28.14,$0.7200,2019-12-24,Quarter,2020-01-08,Financial,Regional Southeast Banks,Qualified,2019-12-26,2019-12-12,No
CCEP,Coca-Cola European Partners Plc.,4.6,2.50%,$54.28,$1.3800,2019-11-18,Semi Annually,2019-12-03,Consumer Goods,Beverages Soft Drinks,Unknown,2019-11-19,2019-10-24,Yes
GABC,German American Bancorp,4.6,2.50%,$29.78,$0.7600,2020-02-07,Quarter,2020-02-20,Financial,Regional Midwest Banks,Qualified,2020-02-10,2020-01-27,No
TGT,Target,4.4,2.49%,$107.99,$2.6400,2020-02-18,Quarter,2020-03-10,Services,Discount Variety Stores,Qualified,2020-02-19,2020-01-08,No
GIL,Gildan Activewear,3.6,2.49%,$24.32,$0.6160,2020-03-11,Quarter,2020-04-06,Consumer Goods,Textile Apparel Clothing,Unknown,2020-03-12,2020-02-20,No
OXM,Oxford Industries,4.4,2.49%,$58.42,$1.4800,2020-01-16,Quarter,2020-01-31,Consumer Goods,Textile Apparel Clothing,Qualified,2020-01-17,2019-12-10,No
BANF,BancFirst Corp,3.6,2.49%,$49.72,$1.2800,2020-03-30,Quarter,2020-04-15,Financial,Regional Southwest Banks,Qualified,2020-03-31,2020-02-27,No
HD,Home Depot,4.6,2.49%,$238.68,$6.0000,2020-03-11,Quarter,2020-03-26,Services,Home Improvement Stores,Qualified,2020-03-12,2020-02-25,No
CBU,Community Bank,3.8,2.49%,$64.48,$1.6400,2020-03-13,Quarter,2020-04-09,Financial,Regional Northeast Banks,Qualified,2020-03-16,2020-02-21,No
ERIE,Erie Indemnity,3.8,2.49%,$153.14,$3.8600,2020-04-03,Quarter,2020-04-21,Financial,Property And Casualty Insurance,Qualified,2020-04-06,2020-02-20,No
CMC,Commercial Metals,2.6,2.49%,$18.34,$0.4800,2020-01-14,Quarter,2020-01-30,Basic Materials,Steel And Iron,Qualified,2020-01-15,2020-01-02,No
ESXB,Community Bankers Trust Corporation,3.4,2.48%,$7.89,$0.2000,2020-02-19,Quarter,2020-03-02,Financial,Regional Southeast Banks,Qualified,2020-02-20,2020-01-22,No
UBOH,United Bancshares Inc. (OH),2,2.48%,$22.46,$0.5600,2020-02-27,Quarter,2020-03-16,Financial,Money Center Banks,Qualified,2020-02-28,2020-01-21,No
VALU,Value Line,1.8,2.48%,$33.82,$0.8000,2020-01-24,Quarter,2020-02-11,Financial,Asset Management,Qualified,2020-01-27,2020-01-17,No
MRO,Marathon Oil,3.2,2.48%,$7.86,$0.2000,2020-02-18,Quarter,2020-03-10,Basic Materials,Oil And Gas Refining And Marketing,Qualified,2020-02-19,2020-01-29,No
EBTC,"Enterprise Bancorp, Inc. (MA)",1.8,2.47%,$27.75,$0.7000,2020-02-07,Quarter,2020-03-02,Financial,Savings And Loans,Qualified,2020-02-10,2020-01-21,No
UNP,Union Pacific,4.8,2.47%,$158.26,$3.8800,2020-02-27,Quarter,2020-03-31,Services,Railroads,Qualified,2020-02-28,2020-02-06,No
VRTS,Virtus Investment Partners Inc,3.6,2.46%,$106.95,$2.6800,2020-04-29,Quarter,2020-05-15,Financial,Asset Management,Qualified,2020-04-30,2020-02-27,No
MGRC,McGrath RentCorp,4.8,2.46%,$69.26,$1.6800,2020-04-14,Quarter,2020-04-30,Services,Rental And Leasing Services,Qualified,2020-04-15,2020-02-25,No
CLX,Clorox Co.,4,2.46%,$175.39,$4.2400,2020-04-21,Quarter,2020-05-08,Consumer Goods,Cleaning Products,Qualified,2020-04-22,2020-02-11,No
FANG,"Diamondback Energy, Inc.",2.8,2.46%,$59.54,$1.5000,2020-03-02,Quarter,2020-03-10,Basic Materials,Oil And Gas Drilling And Exploration,Qualified,2020-03-03,2020-02-18,No
FBP,First Bancorp,3.4,2.45%,$7.90,$0.2000,2020-02-27,Quarter,2020-03-13,Financial,Foreign Regional Banks,Unknown,2020-02-28,2020-02-06,No
TKC,Turkcell,2.8,2.45%,$6.01,$0.1401,2019-10-31,Annually,2019-11-08,Technology,Wireless Communications,Unknown,2019-11-01,N/A,Yes
IFF,International Flavors & Fragrances,4.6,2.45%,$127.45,$3.0000,2020-03-25,Quarter,2020-04-06,Basic Materials,Synthetics,Qualified,2020-03-26,2020-03-02,No
TSN,Tyson Foods,3.2,2.45%,$67.74,$1.6800,2020-05-29,Quarter,2020-06-15,Consumer Goods,Meat Products,Qualified,2020-06-01,2020-02-05,No
CVCY,Central Valley Community Bancorp,3.6,2.45%,$17.64,$0.4400,2020-02-06,Quarter,2020-02-21,Financial,Regional Pacific Banks,Qualified,2020-02-07,2020-01-22,No
UIHC,United Insurance Holdings Corp. (NDA),2.4,2.45%,$9.89,$0.2400,2020-03-03,Quarter,2020-03-11,Financial,Property And Casualty Insurance,Non-Qualified,2020-03-04,2020-02-19,No
RE,Everest Re Group,3.6,2.45%,$262.74,$6.2000,2020-03-10,Quarter,2020-03-30,Financial,Property And Casualty Insurance,Unknown,2020-03-11,2020-02-26,No
CR,Crane Co.,4.2,2.44%,$67.95,$1.7200,2020-02-27,Quarter,2020-03-11,Conglomerates,Conglomerates General,Qualified,2020-02-28,2020-01-27,No
WVFC,WVS Financial Corp. Com.,1.8,2.44%,$16.49,$0.4000,2020-02-07,Quarter,2020-02-20,Financial,Savings And Loans,Qualified,2020-02-10,2020-01-27,No
EIG,Employers Holdings,3.8,2.43%,$40.79,$1.0000,2020-03-03,Quarter,2020-03-18,Financial,Property And Casualty Insurance,Qualified,2020-03-04,2020-02-14,No
ALOT,"Astro-Med, Inc. Com.",2,2.43%,$11.29,$0.2800,2019-12-18,Quarter,2019-12-26,Technology,Computer Peripherals,Qualified,2019-12-19,2019-12-03,No
NSP,"Insperity, Inc.",3.6,2.43%,$66.26,$1.6000,2020-03-04,Quarter,2020-03-19,Services,Staffing And Outsourcing Services,Qualified,2020-03-05,2020-02-19,No
RGCO,"RGC Resources, Inc.",3.4,2.42%,$28.78,$0.7000,2020-04-14,Quarter,2020-05-01,Utilities,Gas Utilities,Qualified,2020-04-15,2020-02-03,No
HWKN,"Hawkins, Inc",1.6,2.42%,$40.30,$0.9300,2020-02-20,Quarter,2020-03-06,Services,Basic Materials Wholesale,Qualified,2020-02-21,2020-02-06,No
HIG,Hartford Financial Services,3.4,2.41%,$52.63,$1.3000,2020-02-28,Quarter,2020-04-02,Financial,Property And Casualty Insurance,Qualified,2020-03-02,2020-02-03,No
CCLP,CSI Compressco LP,1,2.41%,$1.52,$0.0400,2020-01-30,Quarter,2020-02-14,Basic Materials,Oil And Gas Equipment And Services,Unknown,2020-02-01,2020-01-21,No
FUNC,First United Corporation (MD) Com.,2,2.40%,$21.78,$0.5200,2020-01-14,Quarter,2020-02-03,Financial,Regional Mid Atlantic Banks,Qualified,2020-01-15,2019-12-13,No
TSM,Taiwan Semiconductor,4.2,2.40%,$56.16,$1.3174,2019-12-19,Quarter,2020-01-16,Technology,Semiconductor Integrated Circuits,Unknown,2019-12-20,N/A,Yes
COLD,Americold Realty Trust,2.8,2.40%,$32.38,$0.8000,2019-12-30,Quarter,2020-01-15,Financial,Reit Industrial,Non-Qualified,2019-12-31,2019-12-10,No
GS,Goldman Sachs,3.4,2.40%,$202.42,$5.0000,2020-02-28,Quarter,2020-03-30,Financial,Investment Brokerage National,Qualified,2020-03-02,2020-01-14,No
TIPT,Tiptree Financial Inc,1.8,2.39%,$6.71,$0.1600,2019-11-15,Quarter,2019-11-25,Financial,Asset Management,Non-Qualified,2019-11-18,2019-11-06,No
DBSDY,DBS Group Holdings Ltd. ADR,3.4,2.39%,$67.50,$1.6536,2019-11-22,Semi Annually,2019-12-09,Financial,Foreign Money Center Banks,Unknown,2019-11-25,N/A,Yes
CMS,CMS Energy,4.6,2.38%,$68.55,$1.6300,2020-02-06,Quarter,2020-02-28,Utilities,Diversified Utilities,Qualified,2020-02-07,2020-01-16,No
MLR,Miller Industries Inc. (TN),1.6,2.38%,$31.78,$0.7200,2020-03-13,Quarter,2020-03-23,Consumer Goods,Auto Parts,Qualified,2020-03-16,2020-03-04,No
FR,"First Industrial Realty Trust, Inc.",4,2.37%,$41.03,$1.0000,2020-03-30,Quarter,2020-04-20,Financial,Reit Industrial,Non-Qualified,2020-03-31,2020-02-12,No
RS,Reliance Steel,2.6,2.37%,$105.72,$2.5000,2020-03-12,Quarter,2020-03-27,Industrial Goods,Metal Fabrication,Qualified,2020-03-13,2020-02-18,No
PFBC,Preferred Bank,3.4,2.37%,$50.28,$1.2000,2020-01-06,Quarter,2020-01-21,Financial,Regional Pacific Banks,Qualified,2020-01-07,2019-12-09,No
PEBK,Peoples Bancorp of North Carolina,1.6,2.37%,$26.30,$0.6000,2020-03-02,Quarter,2020-03-16,Financial,Regional Mid Atlantic Banks,Qualified,2020-03-03,2020-02-21,No
NBR,Nabors Industries Ltd.,0.8,2.37%,$1.45,$0.0400,2020-03-11,Quarter,2020-04-02,Basic Materials,Oil And Gas Drilling And Exploration,Unknown,2020-03-12,2020-02-20,No
AOS,A.O. Smith,4.4,2.37%,$40.96,$0.9600,2020-01-30,Quarter,2020-02-18,Industrial Goods,Industrial Electrical Equipment,Qualified,2020-01-31,2020-01-16,No
BMRC,Bank of Marin Bancorp,2.6,2.37%,$38.09,$0.9200,2020-02-06,Quarter,2020-02-14,Financial,Regional Pacific Banks,Non-Qualified,2020-02-07,2020-01-24,No
KBAL,Kimball International Inc,1.2,2.37%,$14.82,$0.3600,2020-03-24,Quarter,2020-04-15,Technology,Printed Circuit Boards,Qualified,2020-03-25,2020-02-11,No
APOG,Apogee Enterprises,2.6,2.36%,$30.83,$0.7500,2020-01-31,Quarter,2020-02-18,Industrial Goods,General Contractors,Qualified,2020-02-03,2020-01-15,No
CPHC,Canterbury Park Holding Corporation,1.6,2.36%,$11.87,$0.2800,2019-12-30,Quarter,2020-01-15,Services,Gaming Activities,Qualified,2019-12-31,2019-12-16,No
INTC,Intel Corp ,3.2,2.36%,$58.41,$1.3200,2020-02-06,Quarter,2020-03-01,Technology,Semiconductor Broad Line,Qualified,2020-02-07,2020-01-23,No
OTTW,"Ottawa Bancorp, Inc.",2,2.36%,$13.59,$0.3200,2020-03-03,Quarter,2020-03-18,Financial,Regional Midwest Banks,Qualified,2020-03-04,2020-02-19,No
SBLK,Star Bulk Carriers Corp Ord,2.2,2.35%,$8.19,$0.2000,2020-02-28,Quarter,2020-03-12,Services,Shipping,Unknown,2020-03-02,2020-02-19,No
JBGS,JBG SMITH Properties,1.6,2.35%,$39.21,$0.9000,2019-12-26,Quarter,2020-01-08,Financial,Reit Diversified,Qualified,2019-12-27,2019-12-16,No
HLI,"Houlihan Lokey, Inc.",5,2.35%,$51.88,$1.2400,2020-03-04,Quarter,2020-03-16,Financial,Investment Brokerage National,Qualified,2020-03-05,2020-02-03,No
EOG,EOG Resources,3.8,2.34%,$62.79,$1.5000,2020-04-15,Quarter,2020-04-30,Basic Materials,Independent Oil And Gas,Qualified,2020-04-16,2020-02-27,No
AGX,"Argan, Inc.",1.8,2.34%,$41.20,$1.0000,2020-01-22,Quarter,2020-01-31,Industrial Goods,Heavy Construction,Qualified,2020-01-23,2019-12-11,No
SMP,"Standard Motor Products, Inc. Com.",4.4,2.34%,$41.46,$1.0000,2020-02-13,Quarter,2020-03-02,Consumer Goods,Auto Parts,Qualified,2020-02-14,2020-01-31,No
BELFA,"Bel Fuse, Inc. Cl A",1,2.33%,$9.99,$0.2400,2020-04-14,Quarter,2020-05-01,Industrial Goods,Industrial Equipment And Components,Qualified,2020-04-15,2020-02-25,No
WNEB,"Western New England Bancorp, Inc.",3.8,2.33%,$8.33,$0.2000,2020-02-11,Quarter,2020-02-26,Financial,Regional Northeast Banks,Qualified,2020-02-12,2020-01-28,No
ETM,Entercom Communications Corp.,1.2,2.32%,$3.31,$0.0800,2020-03-12,Quarter,2020-03-27,Services,Broadcasting Radio,Qualified,2020-03-13,2020-03-03,No
AIMC,"Altra Holdings, Inc.",4.2,2.32%,$27.83,$0.6800,2020-03-17,Quarter,2020-04-02,Industrial Goods,Industrial Electrical Equipment,Unknown,2020-03-18,2020-02-11,No
LECO,Lincoln Electric,4.6,2.32%,$83.40,$1.9600,2020-03-30,Quarter,2020-04-15,Industrial Goods,Small Tools And Accessories,Qualified,2020-03-31,2020-02-19,No
DNKN,Dunkin Brands,4.6,2.31%,$68.11,$1.6100,2020-03-06,Quarter,2020-03-18,Services,Restaurants,Qualified,2020-03-09,2020-02-06,No
MFSF,MutualFirst Financial,3.6,2.31%,$34.51,$0.8000,2020-03-12,Quarter,2020-03-27,Financial,Regional Midwest Banks,Qualified,2020-03-13,2020-02-13,No
ES,Eversource Energy,4.6,2.30%,$98.48,$2.2700,2020-03-03,Quarter,2020-03-31,Utilities,Diversified Utilities,Qualified,2020-03-04,2020-02-05,No
RCKY,"Rocky Brands, Inc.",4.4,2.30%,$24.47,$0.5600,2020-02-28,Quarter,2020-03-16,Consumer Goods,Textile Apparel Footwear And Accessories,Qualified,2020-03-02,2020-02-17,No
IPAR,Inter Parfums Inc.,3.8,2.30%,$56.37,$1.3200,2020-03-30,Quarter,2020-04-15,Consumer Goods,Personal Products,Qualified,2020-03-31,2020-03-02,No
PUB,People's Utah Bancorp,4.4,2.30%,$24.03,$0.5600,2020-02-07,Quarter,2020-02-18,Financial,Money Center Banks,Qualified,2020-02-10,2020-01-28,No
CINF,Cincinnati Financial,3,2.30%,$102.78,$2.4000,2020-03-17,Quarter,2020-04-15,Financial,Property And Casualty Insurance,Qualified,2020-03-18,2020-01-31,No
FMAO,"Farmers & Merchants Bancorp, Inc.",4.8,2.30%,$27.78,$0.6400,2019-12-30,Quarter,2020-01-20,Financial,Regional Midwest Banks,Qualified,2019-12-31,2019-12-20,No
GOLF,Acushnet Holdings Corp.,3.6,2.30%,$26.56,$0.6200,2020-03-12,Quarter,2020-03-27,Services,Sporting Goods Stores,Qualified,2020-03-13,2020-02-27,No
FF,FutureFuel Corp.,1.2,2.30%,$10.24,$0.2400,2020-05-29,Quarter,2020-06-15,Basic Materials,Chemicals Major Diversified,Qualified,2020-06-01,2019-12-03,No
CASS,Cass Information Systems,1.8,2.29%,$44.81,$1.0800,2020-03-02,Quarter,2020-03-13,Financial,Regional Southwest Banks,Qualified,2020-03-03,2020-01-28,No
NTIC,Northern Technologies International Corporation,1.6,2.29%,$10.73,$0.2600,2020-02-04,Quarter,2020-02-19,Basic Materials,Specialty Chemicals,Qualified,2020-02-05,2020-01-22,No
ARGO,"Argo Group International Holdings, Ltd.",4.4,2.29%,$52.52,$1.2400,2020-02-28,Quarter,2020-03-16,Financial,Property And Casualty Insurance,Unknown,2020-03-02,2020-02-18,No
CL,Colgate-Palmolive,4.4,2.28%,$74.11,$1.7200,2020-01-22,Quarter,2020-02-14,Consumer Goods,Personal Products,Qualified,2020-01-23,2020-01-09,No
AEE,Ameren Corp,4.2,2.27%,$86.61,$1.9800,2020-03-10,Quarter,2020-03-31,Utilities,Diversified Utilities,Qualified,2020-03-11,2020-02-14,No
LLY,Eli Lilly,3.8,2.27%,$140.76,$2.9600,2020-02-13,Quarter,2020-03-10,Healthcare,Drug Manufacturers Major,Qualified,2020-02-14,2019-12-16,No
STNG,Scorpio Tankers Inc.,1.8,2.27%,$17.61,$0.4000,2020-02-28,Quarter,2020-03-13,Services,Shipping,Unknown,2020-03-02,2020-02-18,No
JACK,Jack in the Box Inc.,4.4,2.27%,$64.96,$1.6000,2020-03-02,Quarter,2020-03-17,Services,Restaurants,Qualified,2020-03-03,2020-02-18,No
TEX,Terex Corporation,3,2.27%,$20.14,$0.4800,2020-03-05,Quarter,2020-03-19,Industrial Goods,Farm And Construction Machinery,Unknown,2020-03-06,2020-02-11,No
HMST,"HomeStreet, Inc.",4.2,2.27%,$25.84,$0.6000,2020-02-04,Quarter,2020-02-21,Financial,Savings And Loans,Qualified,2020-02-05,2020-01-27,No
FABK,First Advantage Bancorp,1.8,2.26%,$25.00,$0.6000,2020-02-03,Quarter,2020-02-14,Financial,Regional Southeast Banks,Qualified,2020-02-04,2020-01-15,No
APD,Air Products & Chemicals,4.2,2.26%,$233.17,$5.3600,2020-03-31,Quarter,2020-05-11,Basic Materials,Chemicals Major Diversified,Qualified,2020-04-01,2020-01-23,No
CNS,Cohen & Steers Inc.,4.6,2.26%,$67.10,$1.5600,2020-02-28,Quarter,2020-03-12,Financial,Asset Management,Qualified,2020-03-02,2020-02-20,No
EE,El Paso Electric Co. ,4.6,2.26%,$68.09,$1.5400,2020-03-16,Quarter,2020-03-31,Utilities,Electric Utilities,Qualified,2020-03-17,2020-02-28,No
NATH,"Nathan's Famous, Inc.",1.6,2.26%,$62.75,$1.4000,2020-02-21,Quarter,2020-03-06,Services,Restaurants,Qualified,2020-02-24,2020-02-07,No
NSRGY,Nestle SA ADR,4.4,2.25%,$110.69,$2.4235,2019-04-15,Annually,2019-05-24,Consumer Goods,Food Major Diversified,Unknown,2019-04-16,N/A,Yes
LBC,Luther Burbank Corporation,3.4,2.24%,$10.21,$0.2300,2020-02-06,Quarter,2020-02-18,Financial,Regional Pacific Banks,Qualified,2020-02-07,2020-01-28,No
HCKT,"The Hackett Group, Inc.",3.6,2.24%,$15.74,$0.3600,2019-12-19,Semi Annually,2020-01-07,Services,Management Services,Qualified,2019-12-20,2019-10-31,No
GWRS,"Global Water Resources, Inc.",3.2,2.23%,$12.76,$0.2892,2020-03-16,Monthly,2020-03-31,Utilities,Water Utilities,Qualified,2020-03-17,2020-02-28,No
WAL,Western Alliance Bancorporation,4.2,2.23%,$43.85,$1.0000,2020-02-13,Quarter,2020-02-28,Financial,Money Center Banks,Qualified,2020-02-14,2020-02-07,No
FBNC,First Bancorp,3.4,2.23%,$31.30,$0.7200,2019-12-30,Quarter,2020-01-24,Financial,Regional Mid Atlantic Banks,Qualified,2019-12-31,2019-11-19,No
RGA,ReInsurance Group of America,4.4,2.23%,$123.28,$2.8000,2020-02-05,Quarter,2020-02-27,Financial,Life Insurance,Qualified,2020-02-06,2020-01-28,No
CHU,China Unicom,2.6,2.23%,$8.04,$0.1789,2019-05-15,Annually,2019-06-24,Technology,Wireless Communications,Unknown,2019-05-16,N/A,Yes
HON,Honeywell ,5,2.22%,$167.78,$3.6000,2020-02-27,Quarter,2020-03-06,Industrial Goods,Aerospace Defense Products And Services,Qualified,2020-02-28,2020-02-13,No
HWBK,Hawthorn Bancshares,1.8,2.22%,$21.49,$0.4800,2020-03-12,Quarter,2020-04-01,Financial,Regional Northeast Banks,Qualified,2020-03-15,2020-01-31,No
PEO,Petroleum & Resources Corp.,1.4,2.22%,$12.69,$0.2800,2020-02-13,Quarter,2020-02-28,Financial,Closed End Fund Equity,Unknown,2020-02-14,2020-01-16,No
UTX,United Technologies,4.8,2.22%,$133.32,$2.9400,2020-02-13,Quarter,2020-03-10,Conglomerates,Conglomerates General,Qualified,2020-02-14,2020-02-03,No
ROK,Rockwell Automation,4.8,2.22%,$188.49,$4.0800,2020-02-14,Quarter,2020-03-10,Industrial Goods,Industrial Electrical Equipment,Qualified,2020-02-18,2020-02-05,No
TEL,TE Connectivity Ltd.,4.2,2.22%,$82.92,$1.8400,2020-02-20,Quarter,2020-03-06,Technology,Diversified Electronics,Qualified,2020-02-21,2020-02-04,No
GGAL,Grupo Financiero Galicia S.A.,1.6,2.22%,$13.28,$0.3007,2019-05-15,Annually,2019-05-22,Financial,Foreign Regional Banks,Unknown,2019-05-16,N/A,Yes
ADP,Automatic Data Processing,2.8,2.21%,$162.23,$3.6400,2020-03-12,Quarter,2020-04-01,Technology,Business Software And Services,Qualified,2020-03-13,2020-01-15,No
EGP,EastGroup Properties,2.8,2.21%,$133.88,$3.0000,2019-12-27,Quarter,2020-01-15,Financial,Real Estate Development,Non-Qualified,2019-12-30,2019-12-06,No
KLAC,KLA Tencor,2.8,2.21%,$157.69,$3.4000,2020-02-20,Quarter,2020-03-05,Technology,Semiconductor Equipment And Materials,Qualified,2020-02-22,2020-02-11,No
ADI,Analog Devices,4.4,2.21%,$111.24,$2.4800,2020-02-27,Quarter,2020-03-10,Technology,Semiconductor Broad Line,Qualified,2020-02-28,2020-02-18,No
NVS,Novartis,3.6,2.20%,$85.96,$1.8422,2019-03-04,Annually,2019-03-13,Healthcare,Drug Manufacturers Major,Unknown,2019-03-05,N/A,Yes
OSB,"Norbord, Inc.",2,2.20%,$28.45,$0.6024,2020-02-27,Quarter,2020-03-23,Industrial Goods,Lumber Wood Production,Unknown,2020-02-28,2020-02-05,No
VAC,Marriott Vacations Worldwide Corp,3.2,2.20%,$94.82,$2.1600,2020-02-26,Quarter,2020-03-12,Services,Resorts And Casinos,Qualified,2020-02-27,2020-02-14,No
PKOH,Park-Ohio Holdings Corp.,3,2.20%,$22.46,$0.5000,2020-02-13,Quarter,2020-02-28,Services,Industrial Equipment Wholesale,Qualified,2020-02-14,2020-01-31,No
SPTM,SPDR Portfolio Total Stock Market ETF,1.8,2.19%,$37.93,$0.8123,2019-12-20,Quarter,2019-12-26,Financial,Asset Management,Unknown,2019-12-23,2019-12-19,No
IBTX,Independent Bank Group Inc,4.2,2.19%,$44.97,$1.0000,2020-02-07,Quarter,2020-02-20,Financial,Regional Southeast Banks,Qualified,2020-02-10,2020-01-29,No
EGBN,"Eagle Bancorp, Inc.",3,2.19%,$39.40,$0.8800,2020-01-14,Quarter,2020-01-31,Financial,Regional Mid Atlantic Banks,Qualified,2020-01-15,2019-12-18,No
KR,Kroger,3.8,2.18%,$32.77,$0.6400,2020-02-13,Quarter,2020-03-01,Services,Grocery Stores,Qualified,2020-02-14,2020-01-24,No
CNHI,CNH Industrial NV,4.4,2.18%,$9.04,$0.2034,2019-04-23,Annually,2019-05-02,Industrial Goods,Farm And Construction Machinery,Unknown,2019-04-24,2019-04-12,No
KDP,Keurig Dr Pepper Inc.,4.2,2.18%,$27.07,$0.6000,2020-04-02,Quarter,2020-04-17,Consumer Goods,Beverages Soft Drinks,Qualified,2020-04-03,2020-02-13,No
AIT,Applied Industrial Technologies,4.4,2.18%,$57.02,$1.2800,2020-02-13,Quarter,2020-02-28,Services,Industrial Equipment Wholesale,Qualified,2020-02-14,2020-01-21,No
RPM,RPM International,4.4,2.18%,$68.40,$1.4400,2020-01-15,Quarter,2020-01-31,Industrial Goods,General Building Materials,Qualified,2020-01-16,2020-01-02,No
RDN,Radian Group,3.4,2.17%,$23.13,$0.5000,2020-02-21,Quarter,2020-03-06,Financial,Surety And Title Insurance,Qualified,2020-02-24,2020-02-13,No
CMCSA,Comcast,4.6,2.16%,$41.55,$0.9200,2020-03-31,Quarter,2020-04-22,Services,Catv Systems,Qualified,2020-04-01,2020-01-23,No
HRL,Hormel Foods,4.8,2.16%,$44.26,$0.9300,2020-01-10,Quarter,2020-02-18,Consumer Goods,Meat Products,Qualified,2020-01-13,2019-11-25,No
AAL,American Airlines Group Inc,2,2.16%,$16.91,$0.4000,2020-02-04,Quarter,2020-02-19,Services,Major Airlines,Qualified,2020-02-05,2020-01-22,No
THG,Hanover Insurance Group,4.6,2.16%,$120.18,$2.6000,2020-03-12,Quarter,2020-03-27,Financial,Property And Casualty Insurance,Qualified,2020-03-13,2020-02-25,No
BWA,BorgWarner Inc.,3.2,2.16%,$30.20,$0.6800,2020-02-28,Quarter,2020-03-16,Consumer Goods,Auto Parts,Qualified,2020-03-02,2020-02-13,No
NEN,New England Realty Associates L.P. Depositary Rcpt,2,2.15%,$59.51,$1.2800,2020-03-13,Quarter,2020-03-31,Financial,Real Estate Development,Unknown,2020-03-16,2020-02-27,No
